2025-02-23 13:00:00.443 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 15:47:32.129 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.StockConfirmedEvent'.
2025-02-23 15:47:32.139 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.StockConfirmedEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 15:47:35.373 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:47:35.385 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 15:47:35.392 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 15:48:42.935 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 15:48:43.144 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 15:48:43.150 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 15:49:26.121 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:49:26.430 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:49:26.474 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:49:26.518 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'.
2025-02-23 15:49:26.526 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 15:49:26.535 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 15:49:26.540 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 15:54:48.180 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 15:54:48.346 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 15:54:48.352 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 15:55:13.641 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:55:13.733 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:55:13.768 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:55:13.795 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'.
2025-02-23 15:55:13.799 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 15:55:13.805 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'.
2025-02-23 15:55:13.810 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 15:56:34.398 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 15:56:34.538 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 15:56:34.544 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 15:57:34.249 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:57:34.341 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:57:34.385 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 15:57:34.412 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'.
2025-02-23 15:57:34.418 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 15:57:34.423 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'.
2025-02-23 15:57:34.427 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:01:18.697 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:01:18.983 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:01:18.993 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:02:12.409 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:02:12.501 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:02:12.536 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:02:12.558 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 16:02:12.562 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:02:12.566 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 16:02:12.570 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:06:40.929 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:06:41.039 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:06:41.044 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:07:50.013 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:07:50.124 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:07:50.171 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:07:50.206 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 16:07:50.210 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:07:50.214 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 16:07:50.217 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:15:08.363 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:15:08.612 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:15:08.628 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:15:38.035 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'.
2025-02-23 16:15:38.040 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:18:28.519 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:18:28.758 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:18:28.773 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:19:24.298 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'.
2025-02-23 16:19:24.304 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:19:24.955 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'.
2025-02-23 16:19:24.964 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:21:54.612 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'.
2025-02-23 16:21:54.618 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:21:56.008 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'.
2025-02-23 16:21:56.013 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.StockInsufficientEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:22:46.415 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:22:52.362 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:22:52.952 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:22:52.999 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 16:22:53.002 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:22:53.006 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 16:22:53.010 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:27:15.750 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:27:15.855 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:27:15.860 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:27:43.907 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:27:45.555 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:27:47.802 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:27:47.828 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 16:27:47.832 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:27:47.838 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'.
2025-02-23 16:27:47.841 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:31:44.239 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:31:44.447 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:31:44.456 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:32:48.713 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:32:49.036 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:32:49.048 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:33:09.357 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:34:16.475 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:34:16.762 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:34:16.775 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:34:22.201 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:34:23.304 INFO  Could not find a started saga of 'Sale.Core.Domain.Saga.SaleSaga' for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'.
2025-02-23 16:34:23.307 INFO  Could not find any started sagas for message type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent'. Going to invoke SagaNotFoundHandlers.
2025-02-23 16:34:50.197 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:36:01.107 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:36:01.224 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:36:01.228 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:36:25.309 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:37:47.937 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:37:48.038 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:37:48.043 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:38:19.870 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:39:39.559 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:39:39.670 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:39:39.674 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:40:07.384 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:42:30.811 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:42:31.158 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:42:31.168 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:42:56.797 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 16:48:22.762 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 16:48:22.951 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 16:48:22.957 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 16:49:00.138 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentFailEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 17:01:58.878 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 17:01:59.280 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 17:01:59.286 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 17:03:25.660 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 17:10:53.123 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 17:10:53.248 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 17:10:53.253 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 17:11:37.262 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
2025-02-23 17:14:45.431 INFO  Logging to 'C:\1 Arquivos\TI\0 Dev\GitHub\Projeto 3 apis\src\backend\src\Payment\Payment.WebApi\bin\Debug\net8.0\' with level Info
2025-02-23 17:14:45.646 INFO  No valid license could be found. Falling back to trial license with start date '2025-02-13'.
2025-02-23 17:14:45.657 WARN  Trial license expiring in 4 days. Get your free development license at https://particular.net/license/nservicebus?v=9.2.6&t=0&p=windows&f=8
2025-02-23 17:15:07.143 WARN  You are using a basic message to do pub/sub. Consider implementing the more specific ICommand and IEvent interfaces on the type 'Sale.Core.Domain.Saga.Events.PaymentConfirmedEvent' to help NServiceBus to enforce messaging best practices for you.
